Composite.Element.REF	TCGA-A6-3807-01	TCGA-A6-3808-01	TCGA-A6-3810-01	TCGA-AA-3518-01	TCGA-AA-3525-01	TCGA-AA-3526-01	TCGA-AA-3529-01	TCGA-AA-3531-01	TCGA-AA-3534-01	TCGA-AA-3552-01	TCGA-AA-3554-01	TCGA-AA-3558-01	TCGA-AA-3561-01	TCGA-AA-3664-01	TCGA-AA-3666-01	TCGA-AA-3672-01	TCGA-AA-3684-01	TCGA-AA-3695-01	TCGA-AA-3710-01	TCGA-AA-3715-01	TCGA-AA-3818-01	TCGA-AA-3848-01	TCGA-AA-3864-01	TCGA-AA-3986-01	TCGA-AA-3989-01	TCGA-AA-A004-01	TCGA-AA-A00E-01	TCGA-AA-A00F-01	TCGA-AA-A00J-01	TCGA-AA-A00O-01	TCGA-AA-A00U-01	TCGA-AA-A010-01	TCGA-AA-A017-01	TCGA-AA-A01C-01	TCGA-AA-A01D-01	TCGA-AA-A01F-01	TCGA-AA-A01I-01	TCGA-AA-A01K-01	TCGA-AA-A01P-01	TCGA-AA-A01R-01	TCGA-AA-A01S-01	TCGA-AA-A01T-01	TCGA-AA-A01V-01	TCGA-AA-A01X-01	TCGA-AA-A01Z-01	TCGA-AA-A022-01	TCGA-AA-A024-01	TCGA-AA-A029-01	TCGA-AA-A02E-01	TCGA-AA-A02H-01	TCGA-AA-A02J-01	TCGA-AA-A02O-01	TCGA-AA-A02R-01	TCGA-AA-A02Y-01	TCGA-AA-A03F-01	TCGA-AA-A03J-01	TCGA-AF-2691-01	TCGA-AF-2692-01	TCGA-AF-3400-01	TCGA-AF-3913-01	TCGA-AG-3574-01	TCGA-AG-3580-01	TCGA-AG-3584-01	TCGA-AG-3593-01	TCGA-AG-3594-01	TCGA-AG-4007-01	TCGA-AG-A002-01	TCGA-AG-A008-01	TCGA-AG-A00C-01	TCGA-AG-A00Y-01	TCGA-AG-A011-01	TCGA-AG-A014-01	TCGA-AG-A015-01	TCGA-AG-A016-01	TCGA-AG-A01J-01	TCGA-AG-A01L-01	TCGA-AG-A01N-01	TCGA-AG-A01W-01	TCGA-AG-A01Y-01	TCGA-AG-A020-01	TCGA-AG-A026-01	TCGA-AG-A02N-01	TCGA-AG-A02X-01	TCGA-AG-A032-01	TCGA-AG-A036-01	TCGA-AA-A00A-01	TCGA-AA-A00N-01	TCGA-AA-A00K-01	TCGA-AA-A00R-01	TCGA-AG-A00H-01
REG1B|REG1B	NaN	NaN	NaN	-0.4750	NaN	-0.1698	NaN	NaN	-1.3905	-0.9358	NaN	NaN	0.2569	NaN	0.6184	NaN	0.5438	NaN	0.1507	NaN	NaN	NaN	NaN	NaN	NaN	0.3531	1.9289	NaN	0.1553	0.1191	NaN	0.8074	0.5551	0.3287	-0.2109	-1.4914	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.3489	0.3465	NaN	-0.7754	NaN	-0.7382	0.0717	NaN	0.9064	NaN	1.6133	NaN	NaN	NaN	NaN	NaN	0.1589	NaN	NaN	-0.5104	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.6832	1.7140	NaN	NaN	0.1013
REG3A|REG3A	NaN	-0.4558	NaN	0.2003	NaN	NaN	NaN	NaN	0.7398	-0.8073	-0.9758	-0.4296	0.4348	-0.9769	-0.4997	NaN	1.5132	NaN	NaN	NaN	NaN	NaN	NaN	1.8013	0.2512	-0.6620	1.2442	NaN	NaN	NaN	-0.0289	0.1723	NaN	0.9456	-0.9534	-0.9240	NaN	NaN	NaN	NaN	NaN	NaN	2.3808	NaN	NaN	NaN	NaN	NaN	NaN	0.3116	NaN	0.5675	-1.2071	-0.0646	0.0793	NaN	0.5353	NaN	NaN	NaN	NaN	-0.0327	NaN	1.3047	NaN	NaN	NaN	0.3277	-2.7982	-0.7637	-0.8810	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.1081	0.5390	NaN	-0.7801
REG4|REG4	1.4101	-0.3853	NaN	-0.4855	0.0278	-0.2843	0.9910	0.0188	-0.0047	NaN	-0.1394	-1.0478	NaN	-1.3950	NaN	-1.2547	0.0856	-1.3426	0.6192	NaN	1.0347	0.7191	2.3778	NaN	-0.8440	1.5660	0.9355	1.2849	0.1616	NaN	-0.0168	1.4244	0.9724	0.4151	-0.4648	NaN	-0.6296	NaN	NaN	NaN	-2.0892	0.4267	0.1416	-1.1664	0.6630	NaN	1.0687	0.2118	-1.6873	-1.0661	-1.0913	0.4402	0.0131	1.0501	1.0101	NaN	NaN	-0.7384	0.3531	NaN	NaN	-1.1773	0.0403	-0.2830	0.9939	-1.8049	1.6371	0.5990	NaN	0.2422	0.4873	-0.5106	1.4118	NaN	1.0698	0.0219	-2.5464	0.0167	NaN	-0.6020	NaN	0.0281	0.0130	-1.5336	NaN	NaN	-0.2019	-1.2535	-0.6892	0.7517
RELA|RELA	0.7350	NaN	-0.6145	-0.0095	0.2391	0.5790	1.7469	1.6153	-2.1325	0.5570	-0.7460	NaN	0.1124	-0.4898	-0.1959	0.3947	0.1132	0.5952	-0.1084	NaN	-1.2166	1.3295	0.9573	-1.3204	1.5619	0.3944	0.2172	0.2401	-0.3977	1.2315	0.4353	-1.0487	0.1989	0.4552	-1.3082	-1.4919	-0.6801	-0.2820	0.1455	-0.0173	0.3723	0.4457	-0.1343	-0.2280	NaN	-0.5157	NaN	0.9948	-0.3078	-0.2399	-3.5412	NaN	-0.4975	0.2259	1.3925	-0.1404	NaN	-0.1913	-1.6573	0.0812	1.0369	3.2426	0.5776	1.0910	0.6215	-1.0039	1.1748	-0.9768	-2.3542	1.0003	0.0344	0.2031	1.1699	-1.2000	0.5025	-0.5153	0.1004	-1.2195	NaN	-0.8383	-0.4852	-0.0005	NaN	0.1722	-0.6016	0.1024	-0.4571	-0.5773	0.5548	0.7914
RENBP|RENBP	NaN	NaN	NaN	1.1115	NaN	0.7442	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.9128	NaN	NaN	NaN	NaN	-0.0658	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.1378	1.3489	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0025	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.7214	NaN	-0.6537	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.7898	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.4946	NaN
REPIN1|REPIN1	NaN	NaN	NaN	NaN	NaN	NaN	-0.0202	-0.3900	NaN	NaN	NaN	1.1788	NaN	NaN	0.4376	NaN	NaN	0.1484	NaN	NaN	0.4224	1.1615	NaN	NaN	0.2505	NaN	-2.9255	NaN	NaN	NaN	-0.6386	NaN	0.3592	0.6244	-1.2258	-1.5291	0.4558	NaN	NaN	0.1160	0.2567	0.5876	NaN	-0.3210	NaN	NaN	-1.4584	0.8945	NaN	0.8707	-0.4683	0.9341	0.5937	-0.1820	0.7281	0.3577	-2.3531	NaN	NaN	0.3115	NaN	0.4504	NaN	NaN	NaN	-1.8634	NaN	0.0359	NaN	0.6283	NaN	NaN	0.9128	-1.9872	NaN	NaN	0.4896	-0.2472	NaN	NaN	NaN	NaN	0.3197	-0.0599	NaN	NaN	-0.4681	NaN	1.6583	0.9537
REPS1|REPS1	NaN	NaN	NaN	-1.4328	NaN	-0.2559	-0.3036	-0.0093	0.1687	0.2563	-0.0854	-2.0032	-0.0550	-0.3320	NaN	NaN	NaN	NaN	NaN	-0.5005	NaN	NaN	-0.0271	NaN	NaN	NaN	NaN	NaN	NaN	1.6766	0.8507	NaN	0.9312	NaN	NaN	-0.6665	-0.1617	NaN	NaN	NaN	-0.0453	-0.2762	NaN	1.1977	-0.5610	NaN	-1.0295	NaN	NaN	NaN	NaN	NaN	NaN	0.6119	NaN	0.5710	-0.0629	-3.4328	NaN	NaN	0.5743	NaN	NaN	NaN	NaN	NaN	NaN	0.3028	NaN	1.2329	0.7184	NaN	1.1660	NaN	NaN	0.1525	0.1979	NaN	-1.7010	NaN	1.0457	1.2282	NaN	NaN	0.6348	-1.0359	NaN	NaN	NaN	0.4600
REPS2|REPS2	NaN	NaN	NaN	NaN	NaN	-1.0738	NaN	0.5701	-0.3574	-0.2096	-0.7862	1.5431	NaN	-0.7052	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.7931	NaN	1.3083	-0.3213	NaN	-0.9813	0.3861	NaN	NaN	NaN	-0.7185	-0.9160	NaN	1.5090	-1.6531	NaN	-1.0854	NaN	NaN	NaN	0.5765	-2.8323	NaN	0.2714	NaN	0.1298	NaN	NaN	NaN	NaN	0.1891	NaN	NaN	NaN	NaN	NaN	NaN	-0.1311	NaN	1.4380	0.5700	NaN	0.5084	NaN	NaN	-0.3848	0.6447	NaN	NaN	NaN	1.1222	1.3679	NaN	-0.9453	NaN	0.0508	NaN	NaN	NaN	0.1229
RER1|RER1	NaN	1.5683	NaN	-0.5688	NaN	0.1100	0.6855	-0.3034	NaN	0.1351	0.8119	-0.7045	-0.2384	-0.8692	0.3176	1.3130	NaN	-0.6817	0.4626	NaN	0.5679	0.9423	1.5955	-0.8106	0.7389	0.1423	1.3460	NaN	-1.0864	NaN	0.6943	0.7467	1.1419	0.3327	NaN	-1.9380	0.4628	NaN	-0.6799	0.4320	-0.0693	-0.5062	0.9870	-0.2422	NaN	0.1854	-1.7200	1.5145	-0.5299	0.0046	-1.2978	0.6483	0.2736	0.5110	NaN	-0.9254	-1.5978	-1.0534	-1.2601	0.6768	1.3586	1.3261	-0.3346	0.6992	1.1399	-1.3401	NaN	0.7946	-0.3500	0.7495	-0.4127	-0.0843	0.5680	-3.0351	1.5505	-1.1396	-1.0194	0.0350	-0.8182	-1.4201	0.8534	-0.2599	0.2221	-0.4496	-1.7107	0.3265	NaN	-1.8125	1.6383	0.6599
RETN|RETN	1.1759	NaN	-0.0306	-0.2214	0.2834	0.4545	NaN	NaN	NaN	NaN	0.9386	0.3556	NaN	-1.6531	0.5032	0.5242	-0.7563	-0.0752	0.2597	NaN	-0.6196	NaN	NaN	-0.4470	NaN	NaN	0.2960	NaN	-0.7073	NaN	-0.4813	NaN	0.8769	NaN	-0.2007	-1.6590	NaN	0.1909	1.3660	0.6973	NaN	NaN	NaN	NaN	-2.2485	-0.2387	NaN	NaN	-2.4018	-0.2473	NaN	-1.0158	-1.1481	-0.6723	0.5408	NaN	NaN	NaN	0.9245	0.0952	NaN	0.7719	NaN	1.3438	0.4184	-0.5927	NaN	NaN	NaN	NaN	0.6955	1.0949	NaN	-2.7563	1.4186	NaN	0.7874	-1.2402	NaN	0.5495	NaN	NaN	NaN	-0.6261	NaN	0.3381	0.9622	-0.1268	0.7443	1.5589
RETSAT|RETSAT	1.2176	-0.0633	-0.9659	0.6978	-0.0326	0.2449	0.4849	0.4363	1.0211	1.4082	1.0539	0.5040	-0.8427	-0.0798	-1.4938	-0.1325	1.0808	0.5123	0.9508	-3.4621	0.0602	1.0393	0.9198	-0.4542	0.8956	0.9593	0.8899	0.6799	-0.7966	-0.2441	0.4495	0.7431	1.0202	0.7167	-0.7172	-2.6236	0.6766	0.8485	-0.2670	0.4773	-0.2933	0.4257	0.9628	-0.7118	-1.5556	0.6586	0.0942	1.3550	NaN	0.3363	-0.0685	0.8494	-0.4925	-2.3175	1.3810	-1.3415	-0.8932	-0.9872	-0.8042	-0.6698	0.3895	1.1959	0.2899	-0.6329	0.6462	-0.8544	-0.0680	0.1153	-0.5196	0.3082	2.3935	0.1369	-1.0127	-2.0066	1.0630	-0.2401	-0.9054	0.5233	-1.6325	0.0964	0.1548	0.0155	-0.2536	-0.2520	-1.7894	0.5404	-0.9631	-1.3402	-0.0290	0.8893
REXO2|REXO2	NaN	NaN	NaN	NaN	NaN	-3.0557	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0777	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5315	NaN	NaN	0.7014	0.3211	-0.4293	0.9919	NaN	NaN	NaN	1.1728	NaN	NaN	0.1718	NaN	NaN	-0.0404	0.5072	0.5692	NaN	-0.0835	NaN	-1.1581	0.2161	0.6740	-0.1170	-1.6009	NaN	0.0785	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.8574	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.2516	2.0186	-0.0343	NaN	NaN	NaN	NaN	NaN	0.1766	NaN	NaN	-0.3353	0.2527	NaN	NaN	NaN	NaN	0.0584	NaN	-0.3134	NaN	0.0427
RFC1|RFC1	NaN	NaN	NaN	NaN	NaN	0.2103	-0.2479	1.4689	NaN	NaN	NaN	NaN	NaN	-0.8561	NaN	NaN	NaN	-0.4562	-0.9023	-1.8550	NaN	0.7701	0.0998	NaN	NaN	2.4487	1.5303	NaN	-1.0962	NaN	0.3301	NaN	-0.6145	-0.1708	NaN	-1.8684	0.1531	NaN	NaN	NaN	0.7749	0.4774	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1237	NaN	NaN	-1.6570	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5604	0.5402	NaN	NaN	NaN	0.4702	-1.5087	NaN	NaN	NaN	0.9525	-0.4528	NaN	-0.6157	0.2674	NaN	NaN	0.4636	0.0691	-0.9058	NaN	NaN	NaN	NaN	1.7440	NaN	-0.1211	-0.1263
RFC2|RFC2	-0.2019	-0.8768	-2.1956	0.4271	0.1901	-0.0617	0.6865	1.3108	-1.2706	0.1400	0.1858	0.6590	0.0493	0.2272	0.6458	0.8095	NaN	0.2313	0.4093	NaN	-1.9205	1.2875	1.1675	-1.5256	0.6783	-0.4771	0.8373	1.8146	-0.7173	0.9620	-0.4278	-0.3225	1.3439	-0.0038	NaN	NaN	-0.0568	0.1803	0.6825	0.9786	-0.2639	0.9802	0.4254	-0.2364	NaN	-1.6690	-3.1174	0.9511	-0.8616	-1.3165	-0.6227	0.1447	0.3635	-0.4458	0.7430	0.6013	-2.3365	-1.0229	NaN	0.1852	-0.2601	1.1096	1.0214	1.3870	0.4211	-1.5885	1.3099	0.2486	-2.1135	1.0163	0.3327	NaN	0.2839	-1.3535	1.7402	0.0245	0.2783	0.1749	NaN	-0.5991	-0.8403	0.7030	-0.3235	-0.2883	-1.2341	-0.5754	-0.3026	-0.6302	0.3559	1.3537
RFC3|RFC3	0.8231	NaN	NaN	0.7825	NaN	NaN	0.3482	NaN	NaN	NaN	0.5591	0.0808	-0.2424	0.4099	0.6672	-1.0314	0.4094	0.8121	0.4794	-2.7924	NaN	1.9443	0.7284	-0.0830	NaN	NaN	1.6372	NaN	-1.8217	-0.2678	0.4549	-0.6112	0.1909	1.0098	NaN	-1.2046	-0.0685	NaN	NaN	1.7827	0.7929	0.3023	NaN	-1.2515	NaN	-0.4334	NaN	0.1422	NaN	NaN	-1.6969	NaN	0.2021	-2.1453	-1.6303	0.3693	NaN	0.3815	NaN	0.6719	NaN	NaN	-0.1579	1.7753	0.8273	NaN	-0.3423	1.1891	NaN	0.0150	-0.9144	-0.7910	0.2890	NaN	NaN	NaN	-0.6682	NaN	NaN	NaN	0.5904	-0.9997	NaN	-0.9244	NaN	-0.5968	NaN	NaN	0.5822	-0.5753
RFC4|RFC4	-0.8698	NaN	-1.1804	0.9772	0.6969	0.3264	0.8209	1.2929	-1.0998	0.4676	0.7729	0.6285	0.0530	0.6302	0.4121	0.5128	-1.2502	1.2173	0.4286	1.0210	NaN	1.7630	1.8088	NaN	-0.1636	NaN	1.1110	0.4274	-0.6788	-0.9962	2.0132	NaN	0.8347	0.3532	NaN	-1.6837	-0.2263	-0.3067	0.1091	1.5992	0.6644	0.4221	0.5897	-0.5582	-1.5249	-0.9688	NaN	-0.9438	NaN	-0.4943	-0.2005	0.1551	-0.2501	-1.5633	-1.3321	0.3879	-1.8573	0.2325	-0.6583	-0.2076	-3.3718	1.2378	0.7471	0.9664	-0.1889	-1.7708	0.2504	0.9354	-0.7318	0.3116	0.9010	-0.3479	-0.5797	-1.6513	0.8296	0.0289	0.4932	-1.5295	NaN	0.7812	-0.1370	0.7421	-0.9716	0.0073	-1.1108	0.4516	NaN	NaN	0.5501	-0.5576
RFC5|RFC5	NaN	-0.5994	NaN	1.1025	-0.6845	-1.2594	NaN	NaN	NaN	NaN	0.0600	0.9944	0.5630	0.8407	NaN	0.2927	-0.6076	0.3527	0.7974	-1.0570	NaN	0.7167	2.1432	0.2154	0.0903	NaN	0.1785	NaN	-1.1089	-1.0398	1.1603	-1.6149	0.9937	-0.0899	NaN	-1.6505	NaN	-0.4499	NaN	1.2819	0.7070	0.3818	NaN	-1.7321	NaN	-1.7539	NaN	1.0975	-0.8370	NaN	NaN	1.5814	NaN	0.0591	-0.4679	NaN	-0.5674	0.5974	NaN	-2.1151	NaN	0.9559	0.2400	0.0333	-0.5491	1.0935	NaN	0.7828	0.6962	0.0783	-0.7997	-0.2395	0.4450	-1.8170	1.5881	0.5007	0.3272	NaN	-1.4667	1.1190	-0.2317	0.4065	NaN	-0.4213	-2.0543	0.3036	-1.1113	NaN	1.1616	0.3864
RFT1|RFT1	0.1131	NaN	-0.5719	0.4402	NaN	-0.9145	-0.0786	0.5505	-0.0530	0.5065	-0.1915	0.2799	0.0055	-0.7635	0.3058	0.4196	NaN	3.9212	0.9223	-1.5231	NaN	0.8137	0.7937	-0.8479	-0.1142	NaN	0.2404	0.4003	NaN	-0.2946	-0.4205	NaN	0.1616	-0.0411	NaN	-1.6813	-0.2676	NaN	NaN	0.5803	-0.2138	0.9668	0.7237	-0.8663	-0.7463	-0.9656	-0.4607	-0.0026	NaN	NaN	-0.3922	0.6232	NaN	-0.4527	0.4107	NaN	NaN	NaN	-0.4444	0.4018	NaN	0.4019	-0.0392	0.7014	-0.1578	-1.4083	0.9759	0.2155	-1.8604	0.4223	0.3044	0.0935	-0.1715	-0.8404	NaN	4.0389	NaN	NaN	-2.4201	0.7665	NaN	-0.2115	0.1563	-0.5007	-1.4543	-0.4406	NaN	NaN	0.0036	0.1516
RFTN1|RFTN1	0.3203	0.3768	0.4242	-0.0350	NaN	NaN	1.2344	0.5796	0.7542	1.1673	-0.0228	NaN	0.0611	-1.6241	-0.4349	NaN	0.0684	0.1761	0.0621	NaN	1.1084	1.0511	NaN	NaN	0.3594	0.2440	-0.0121	0.2547	NaN	0.7027	0.5216	-0.0664	-0.1355	0.2574	NaN	-2.8864	0.6064	0.9267	NaN	NaN	-0.2893	NaN	1.2518	-0.3820	NaN	-1.7568	NaN	-0.2109	-0.3566	0.2901	NaN	0.8814	-0.3584	-0.9686	2.9995	NaN	NaN	-0.1004	-2.9904	0.2825	0.5098	NaN	-0.0075	0.6073	-0.0857	-0.9778	NaN	-0.3397	NaN	0.7781	-0.5573	0.7137	-0.4578	-1.9096	2.3474	0.6419	0.2589	-0.2167	-0.9049	NaN	-0.7347	-2.4121	-0.0887	-0.2124	-0.0528	-0.2928	-0.9387	-0.9676	0.1160	0.8521
RFX1|RFX1	NaN	NaN	NaN	-0.1880	NaN	-0.9578	NaN	1.8295	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.3046	NaN	NaN	NaN	0.5533	NaN	NaN	NaN	NaN	NaN	-1.5330	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.5177	NaN	0.9002	NaN	-0.0351	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0758	0.3452	-0.3142	-1.1277	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.1558	-1.0747	-0.3248	1.3433	NaN	-1.7686	NaN	NaN	1.0516	NaN	NaN	NaN	NaN	0.8145	NaN	NaN	-1.6768	1.0848	NaN	NaN	NaN	0.6335
RGS10|RGS10	NaN	NaN	NaN	0.6918	NaN	0.2960	NaN	NaN	0.5116	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.5341	NaN	0.1768	NaN	0.7578	NaN	NaN	NaN	NaN	0.8496	0.6641	NaN	-2.3588	NaN	NaN	-0.2650	-0.3253	0.3112	NaN	NaN	NaN	NaN	NaN	0.8031	NaN	-0.8028	NaN	NaN	NaN	-0.9548	NaN	-0.3502	-0.6816	NaN	NaN	1.0534	0.7927	0.1087	NaN	NaN	NaN	NaN	NaN	NaN	1.2974	NaN	-0.2521	NaN	-0.5289	NaN	NaN	NaN	NaN	0.6831	NaN	NaN	NaN	-1.2544	2.1052	NaN	-1.4541	NaN	0.3503	NaN	NaN	NaN	NaN	1.1678	NaN	-0.9292	-1.9803	-0.8119	1.3874	-0.5244
RHEB|RHEB	NaN	NaN	NaN	-1.5220	-0.3420	NaN	NaN	0.7589	NaN	-0.0482	-0.6572	-0.4628	NaN	0.0090	1.5720	NaN	NaN	0.4701	NaN	NaN	0.8639	2.5702	0.0219	-0.5335	-0.6066	NaN	-0.8195	1.5473	NaN	0.9056	0.9534	NaN	1.2990	-0.8347	NaN	-0.8244	0.3139	0.3941	NaN	-0.8446	0.6872	0.5790	NaN	-0.1856	-2.9918	-1.7567	-1.7991	-0.3287	1.0766	0.6355	-0.7449	0.9129	NaN	0.3988	NaN	0.1745	NaN	0.9735	NaN	0.1517	2.0230	NaN	-0.1216	NaN	NaN	NaN	0.1766	-0.3566	NaN	0.2949	-0.7413	0.6683	0.4948	NaN	NaN	-0.7885	0.1538	0.4097	-1.8073	-0.0987	0.2047	0.0353	-1.0490	-0.0130	-1.4878	-0.4753	NaN	-1.1599	0.3472	1.3237
RHOA|RHOA	0.2307	0.1639	-0.4816	0.3786	-0.9576	0.0164	0.5733	0.0652	-0.1464	-0.0516	0.1284	0.3251	-0.8513	-0.0724	0.6404	0.5376	0.6945	-0.0138	-0.3447	-2.5595	0.8658	0.7660	1.0877	0.3900	0.0617	1.0313	0.5453	1.3355	-1.3005	1.2303	1.1664	0.8732	0.9609	0.9196	-1.0249	-2.7381	0.2139	-0.2337	0.7909	0.5807	0.2435	0.2650	0.6289	-0.7904	2.3821	-0.4923	-0.0064	0.8710	-0.2945	-0.0851	-1.3228	0.4085	0.1458	0.4084	1.1081	-0.7810	-2.4733	0.4470	-0.3252	0.1573	1.7797	0.2310	-0.3134	0.3106	0.5041	-2.6442	-0.5239	0.6362	-2.2745	0.6484	0.1157	0.5572	0.8725	-2.7001	1.5494	0.0140	-0.0653	-0.4882	-0.2869	0.3012	0.0785	-1.3497	-1.4887	-1.0797	-1.4806	0.2932	-0.3981	-0.7470	0.9438	0.7129
RHOB|RHOB	0.5033	0.1404	-0.7256	0.0462	-0.3120	-3.0738	1.9206	-0.9083	-0.6809	-0.1605	0.3082	0.5523	-0.6620	-0.3044	1.0413	0.7108	0.4542	-0.2413	-0.3526	-1.5530	0.1570	0.9121	1.2182	0.5082	0.3624	0.9787	0.1021	1.7040	-1.1855	0.9640	0.8540	0.7220	0.0435	0.0261	0.0531	-1.8488	0.3911	-0.4425	1.0778	0.2738	0.4172	-0.1902	0.6508	-0.9122	3.2826	0.3527	0.7236	0.3101	-1.5513	0.3665	0.0321	-1.1124	0.3865	-0.6116	0.5052	-1.2585	-0.7204	-0.2465	-0.0988	0.2383	2.0165	0.7782	-0.4144	0.7311	0.1329	-1.2918	0.4402	0.9295	-2.3139	0.0256	0.5819	0.5694	0.3546	-2.2763	1.0955	-0.1264	-1.4558	0.2353	-0.3124	0.3612	0.4041	-0.6334	-0.9023	-0.1463	-2.1536	0.1504	-1.7459	-0.5190	0.7358	0.6113
RHOG|RHOG	0.6776	1.0614	-0.5039	0.4900	0.3574	0.5508	0.8771	0.9272	-0.3607	0.0774	0.8745	0.4253	-0.0018	-1.3601	0.7073	0.7424	0.2456	-0.3416	0.5346	-1.0591	-0.1991	1.6534	0.2013	-1.2725	0.3591	0.2817	0.8421	0.5361	-0.3546	0.8764	0.1373	0.4914	1.0453	0.0753	-0.9935	-3.2544	0.1580	0.4096	0.7739	1.0387	0.0740	0.5997	0.8748	0.2964	NaN	-2.4679	-1.3514	0.0308	-0.8478	0.2829	-1.6024	-0.9975	0.7928	-0.2881	1.0439	-0.2359	-2.2582	0.3078	0.2132	0.0364	1.1431	0.9543	0.5218	0.8484	0.8443	-3.4196	0.8133	-0.3954	-0.5303	0.6457	0.4196	0.8002	0.6055	-2.2585	1.2892	-0.7360	0.2877	-0.1684	-0.8214	-0.5078	0.2690	-0.5039	-2.3446	-0.4125	-0.5518	-0.3461	0.3592	-1.0069	0.6770	1.2947
RHOT1|RHOT1	0.8193	NaN	-0.2126	0.0374	NaN	0.1213	0.4725	1.4851	1.1635	-1.0203	NaN	0.3381	2.2916	-0.8496	0.3439	-1.2433	-0.1816	-0.1863	-0.1712	-2.7758	NaN	-0.0193	0.5940	-1.0146	1.0331	-0.5740	-0.9255	NaN	-0.9869	1.3777	NaN	NaN	0.2608	-0.5162	NaN	0.3189	-0.0026	0.3599	-0.5276	1.0747	-0.0059	-0.2701	0.1443	0.8065	-2.2770	NaN	-0.4976	0.3255	-1.4036	0.6595	NaN	0.6028	NaN	0.4400	0.8293	1.4735	-0.0387	-1.2787	-2.5502	1.4067	NaN	NaN	0.0459	1.3771	-0.0405	-0.1450	NaN	NaN	-0.5806	0.5288	0.4940	0.6469	-0.5030	-1.2400	1.8814	-1.2513	0.0933	-0.4961	-1.5453	0.4861	0.2919	0.3445	0.2321	1.6031	-0.6657	1.5300	NaN	-1.2507	-1.0009	-0.0868
RHOT2|RHOT2	0.7322	-1.8993	-0.7217	0.9383	-0.8155	0.5257	0.5639	0.9962	0.5561	0.4172	-0.9874	0.6723	0.4661	0.5329	0.2481	0.2819	-0.6652	0.5881	-0.4169	NaN	-1.2878	1.6956	NaN	-1.5132	1.2488	0.5164	-0.0792	0.9937	0.1889	2.1922	1.1104	-0.4749	1.2155	0.9443	-2.1638	-1.0343	0.4855	-0.5151	-0.2022	0.2476	0.4389	1.2226	1.1105	0.3806	-0.2517	-0.6953	-0.7535	0.1839	0.0270	0.9921	-2.2873	0.0861	-0.9177	0.5156	0.9898	0.3300	-0.3606	-0.8367	-2.0761	-1.1794	0.4777	1.0907	0.5891	1.8158	0.4119	-2.1147	0.4941	-0.0005	-0.5111	0.8819	0.5164	0.7132	1.1646	-1.2909	0.3438	0.6353	0.3000	-0.3777	-1.9982	0.5525	-0.2910	-0.0600	-1.1153	0.0238	-1.4702	0.6603	-2.4153	-1.3920	-0.4600	0.3260
RHPN2|RHPN2	-0.1007	NaN	NaN	NaN	0.6349	-0.7657	0.5552	1.1616	NaN	-0.1334	0.5620	-0.2525	-1.0955	-0.0611	-0.5114	2.0301	NaN	0.2184	-0.9852	NaN	NaN	1.5602	0.6499	-1.4393	-0.2406	NaN	0.4008	NaN	-1.8566	2.0297	0.1908	NaN	-0.5029	NaN	NaN	-1.1935	0.8489	1.5654	1.5668	NaN	1.3971	0.7210	-0.4251	-1.2361	-1.7122	NaN	-0.9129	1.5486	-0.4947	NaN	NaN	0.9535	NaN	0.0653	0.1575	0.5005	-0.4301	0.2030	-0.5677	NaN	NaN	0.8074	-0.1119	NaN	-0.3699	-2.1537	0.8687	-0.5883	-2.4983	-0.3727	-1.1491	1.0519	0.5764	-0.3508	NaN	NaN	-0.8791	0.6670	-1.4818	0.4919	NaN	0.4027	NaN	NaN	NaN	1.0805	-0.3087	0.0897	-0.1774	-0.1985
